50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.345191,,,,,,,,,,811d74be-a235-45db-a152-da6bcd5bd9b9,17,,,"[26.9, 59.5]",3857276,0,,,,,1.1717907,,Left Foot,,,"[34.7, 78.0]",,Ground Pass,,20.0771,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Nayef Aguerd,12149.0,Right Center Back,2,Morocco,788,['9d67b15b-7ae8-4a31-bcdd-f689290e2675'],12,,,,,,,,,,,,,,,,,,Morocco,788,00:00:12.122,Pass,
,,,,,,,,,,,,,,,,,,0.930362,,,,,,,,,,eecbe740-8623-48e7-aa44-74d75f97352c,20,,,"[32.4, 79.2]",3857276,0,,,,,-0.95360494,,Left Foot,,,"[36.8, 73.0]",,Ground Pass,,7.602631,,,,Sofyan Amrabat,5234.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Morocco,788,['667ef914-0d8d-4310-b56d-fa982a96a7b5'],15,,,,,,,,,,,,,,,,,,Morocco,788,00:00:15.175,Pass,
,,,,,,,,,,,,,,,,,,0.859481,,,,,,,,,,3f978d90-9c23-4156-b6ce-0b211cd62b25,22,,,"[36.8, 73.0]",3857276,0,,,,,0.660009,,Right Foot,,,"[43.5, 78.2]",,Ground Pass,,8.481155,,,,Hakim Ziyech,5237.0,,,,,,1,From Kick Off,Sofyan Amrabat,5234.0,Center Defensive Midfield,2,Morocco,788,['04650ecf-ab35-4bc2-aff5-761ce1bf832a'],16,,,,,,,,,,,,,,,,,,Morocco,788,00:00:16.106,Pass,
,,,,,,,,,,,,,,,,,,1.25312,,,,,,,,,,b58ba985-7096-4460-8d32-97c7dd6d43e8,27,,,"[37.3, 78.2]",3857276,0,,,,,2.974491,,Left Foot,,,"[29.0, 79.6]",,Ground Pass,,8.417244,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Hakim Ziyech,5237.0,Right Wing,2,Morocco,788,['612ab5d1-6f00-41be-92dd-36b5631408af'],18,,,,,,,,,,,,,,,,,,Morocco,788,00:00:18.477,Pass,
,,,,,,,,,,,,,,,,,,0.86977,,,,,,,,,,433acf0d-d04a-4c45-bfa7-a233ccd59a8a,31,,,"[27.6, 78.0]",3857276,0,,,,,-2.9158762,,Right Foot,,,"[14.1, 74.9]",,Ground Pass,,13.851354,,,,Nayef Aguerd,12149.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Morocco,788,['d2215db7-51cb-44a3-aefb-6242f58ed12d'],20,,,,,,,,,,,,,,,,,,Morocco,788,00:00:20.724,Pass,
,,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,ad401f43-0dfc-49ad-bd79-63aa26cb2293,34,,,"[14.1, 74.4]",3857276,0,,,,,-1.8638341,,Right Foot,,,"[7.1, 51.2]",,Ground Pass,,24.233036,,,,Yassine Bounou,6785.0,,,,,,1,From Kick Off,Nayef Aguerd,12149.0,Right Center Back,2,Morocco,788,['969608dc-e21e-4323-b88a-6804a7bba2de'],22,,,,,,,,,,,,,,,,,,Morocco,788,00:00:22.378,Pass,
,,,,,,,,,,,,,,,,,,2.148421,,,,,,,,,,7aafed64-3989-4ce6-afae-035b03f1c6a6,37,,,"[6.6, 47.7]",3857276,0,,,,,-1.4714268,,Left Foot,,,"[9.9, 14.6]",,Ground Pass,,33.264095,,,,Romain Saïss,5219.0,,,,,,1,From Kick Off,Yassine Bounou,6785.0,Goalkeeper,2,Morocco,788,['c0cdbcae-0ef2-4e32-a3d0-d2275048900b'],25,,,,,,,,,,,,,,,,,,Morocco,788,00:00:25.065,Pass,
,,,,,,,,,,,,,,,,,,3.699825,,,,,,,,,,e3f1cda2-0139-4578-a125-7ff39f271373,40,,,"[22.7, 7.2]",3857276,0,,,,,-0.035699114,,Left Foot,,,"[92.7, 4.7]",,High Pass,,70.04463,,,,Abdelhamid Sabiri,3634.0,,,,,,1,From Kick Off,Romain Saïss,5219.0,Left Center Back,2,Morocco,788,['e70b558e-92f3-4e38-bcda-e6fdc0ed257e'],30,,,,,,,,,,,,,,,,,,Morocco,788,00:00:30.091,Pass,
,,,,,,,,,,,,,,,,,,1.092497,,,,,,,,,,ffed0761-5fc7-43ab-b62b-09d0b99b0be6,43,,,"[97.9, 4.2]",3857276,0,,,,,2.0665028,,Right Foot,,,"[90.6, 17.7]",,Ground Pass,,15.347313,,,,Sofiane Boufal,3625.0,,,,,,1,From Kick Off,Abdelhamid Sabiri,3634.0,Left Center Midfield,2,Morocco,788,['5928e673-3ea4-429e-9cb6-6ad99cf330f0'],37,,,,,,,,,,,,,,,,,,Morocco,788,00:00:37.017,Pass,
,,,,,,,,,,,,,,,,,,2.650016,,,,,,,,,,b178868b-1c6e-42bd-a189-ad08ddf6c40e,46,,,"[89.6, 17.7]",3857276,0,,,,,1.4237812,,Right Foot,,,"[98.1, 75.1]",,High Pass,,58.025944,,,,Hakim Ziyech,5237.0,,True,,,,1,From Kick Off,Sofiane Boufal,3625.0,Left Wing,2,Morocco,788,['3fb64389-d54c-486c-a110-772d9f9b32d5'],39,,,,,,,,,,,,,,,,,,Morocco,788,00:00:39.608,Pass,
,,,,,,,,,,,,,,,,,,1.944845,,,,,,,,,,b65dbd49-581e-4e14-a19d-c0b9cdbeccc4,49,,,"[100.0, 75.6]",3857276,0,,,,,-2.7115715,,Right Foot,,,"[86.7, 69.5]",,Ground Pass,,14.632156,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Hakim Ziyech,5237.0,Right Wing,2,Morocco,788,['ac0bab38-588f-425a-9cc4-c49c2544e6bf'],45,,,,,,,,,,,,,,,,,,Morocco,788,00:00:45.689,Pass,
,,,,,,,,,,,,,,,,,,0.869413,,,,,,,,,,67f1b2f5-47b7-416d-83bd-99b6704decb0,52,,,"[87.0, 68.7]",3857276,0,,,,,0.61466295,,Left Foot,,,"[97.2, 75.9]",,Ground Pass,,12.485191,,,,Hakim Ziyech,5237.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Morocco,788,['3de2dbd7-0588-4c88-9b52-7277ad8997d7'],47,,,,,,,,,,,,,,,,,,Morocco,788,00:00:47.674,Pass,
,,,,,,,,,,,,,,,,,,0.913447,,,,,,,,,,820bd075-1380-4b40-9c97-8bfe8c6f250e,55,,,"[105.9, 70.9]",3857276,0,,,,,-1.315614,,Right Foot,True,,"[111.9, 47.9]",,High Pass,,23.769728,,Incomplete,,Youssef En-Nesyri,6301.0,,,,,,1,From Kick Off,Hakim Ziyech,5237.0,Right Wing,2,Morocco,788,"['046c5731-2ac4-47a0-ba63-41b0f15db244', '14ec08f7-a1ab-404a-a194-056471452659']",50,,,,,,,,,,,,,,,,,,Morocco,788,00:00:50.973,Pass,
,,,,,,,,,,,,,,,,,,0.79903,,,,,,,,,,42ac54fa-15c7-4193-8d31-8d3f5fe0bbf0,61,,,"[104.2, 0.1]",3857276,1,,,,,0.5459853,,,,,"[112.1, 4.9]",,Low Pass,,9.2439165,,,,Sofiane Boufal,3625.0,,,,,Throw-in,1,From Throw In,Noussair Mazraoui,15890.0,Left Back,3,Morocco,788,['b1d0d96a-3dba-4d7e-aad0-2251fd3db4d6'],10,,,,,,,,,,,,,,,,,,Morocco,788,00:01:10.090,Pass,
,,,,,,,,,,,,,,,,,,0.588474,,,,,,,,,,2eafca1d-3ab6-471a-9f7d-ea92cb536ab6,66,,,"[6.0, 44.0]",3857276,1,,True,,,-1.0882831,,Right Foot,,,"[17.0, 23.0]",,Ground Pass,,23.70654,,,,Kamal Miller,23828.0,,,,,Goal Kick,1,From Goal Kick,Milan Borjan,15958.0,Goalkeeper,4,Canada,1833,['19d949db-79c6-44e6-b7da-5fb2f0a59e07'],28,,,,,,,,,,,,,,,,,,Canada,1833,00:01:28.505,Pass,
,,,,,,,,,,,,,,,,,,2.758721,,,,,,,,,,e9f193cd-f6b2-4e70-8a4b-b3f148709156,68,,,"[17.5, 22.9]",3857276,1,,,,,0.48528925,,Left Foot,,,"[63.2, 47.0]",,High Pass,,51.665268,,Incomplete,,Cyle Larin,16459.0,,,,,,1,From Goal Kick,Kamal Miller,23828.0,Left Center Back,4,Canada,1833,"['08121433-3475-490d-ae92-a9128c4bb406', 'ae7e797c-9bfd-46d0-813f-74ee4dc02638']",36,,,,,,,,,,,,,,,,,,Canada,1833,00:01:36.260,Pass,
,,,,,,,,,,,,,,,,,,2.021214,,,,,,,,,,ae7e797c-9bfd-46d0-813f-74ee4dc02638,70,,,"[56.9, 33.1]",3857276,1,,,,,0.09781766,,Head,,,"[78.3, 35.2]",,High Pass,,21.50279,,,,Youssef En-Nesyri,6301.0,,,,,Recovery,1,Regular Play,Romain Saïss,5219.0,Left Center Back,5,Morocco,788,"['a458c993-c906-4666-bc77-1110910c4cfd', 'e9f193cd-f6b2-4e70-8a4b-b3f148709156']",39,,,,,,,,,,,,,,,,,,Morocco,788,00:01:39.019,Pass,
,,,,,,,,,,,,,,,,,,0.538828,,,,,,,,,,b459667e-5c69-44ba-ae9a-a096957ebc67,74,,,"[75.2, 34.4]",3857276,1,,,,,2.6981444,,Left Foot,,,"[67.2, 38.2]",,Low Pass,,8.856636,,,,Sofyan Amrabat,5234.0,,,,,,1,Regular Play,Youssef En-Nesyri,6301.0,Center Forward,5,Morocco,788,"['4966c735-49d5-482b-a609-c6091ed7b79b', '807f7f7d-1a2a-40ad-bbef-1949e501306a']",42,,,,,,,,,,,,,,,,,,Morocco,788,00:01:42.010,Pass,True
,,,,,,,,,,,,,,,,,,1.246373,,,,,,,,,,d7d67e2d-2429-47b8-8c5d-0b088b95ee05,78,,,"[56.5, 34.9]",3857276,1,,,,,2.6426952,,Right Foot,,,"[40.9, 43.4]",,Ground Pass,,17.765415,,,,Nayef Aguerd,12149.0,,,,,,1,Regular Play,Sofyan Amrabat,5234.0,Center Defensive Midfield,5,Morocco,788,"['5d29dd68-7a8d-45ad-9ff7-e5015d59a775', '9e2dd5a8-1466-4bb9-bfb1-cc8fc891aa3f']",44,,,,,,,,,,,,,,,,,,Morocco,788,00:01:44.774,Pass,True
,,,,,,,,,,,,,,,,,,1.719471,,,,,,,,,,d477698f-e945-44ed-9f11-30f0652dedb1,81,,,"[38.8, 44.8]",3857276,1,,,,,1.499969,,Left Foot,,,"[40.9, 74.4]",,Ground Pass,,29.6744,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,Regular Play,Nayef Aguerd,12149.0,Right Center Back,5,Morocco,788,['d17c54c3-c124-4ac8-93b2-f9f697e0c6e3'],47,,,,,,,,,,,,,,,,,,Morocco,788,00:01:47.051,Pass,
,,,,,,,,,,,,,,,,,,1.167252,,,,,,,,,,89e832fb-f86c-437b-9332-4d5a4440f0df,84,,,"[42.3, 76.6]",3857276,1,,,,,0.1372888,,Right Foot,,,"[57.5, 78.7]",,Ground Pass,,15.34438,,,,Hakim Ziyech,5237.0,,,,,,1,Regular Play,Achraf Hakimi Mouh,5245.0,Right Back,5,Morocco,788,['55439e82-05e9-4128-a8bc-3aa86ab91ce7'],49,,,,,,,,,,,,,,,,,,Morocco,788,00:01:49.726,Pass,
,,,,,,,,,,,,,,,,,,1.567809,,,,,,,,,,0957b6cd-9649-4835-afff-b518f6554481,88,,,"[56.7, 78.0]",3857276,1,,,,,-2.0413167,,Right Foot,,,"[50.8, 66.4]",,Ground Pass,,13.014223,,Incomplete,,,,,,,,,1,Regular Play,Hakim Ziyech,5237.0,Right Wing,5,Morocco,788,['f2488389-e3d3-4d7f-b4bc-bfbbe1ad750b'],53,,,,,,,,,,,,,,,,,,Morocco,788,00:01:53.267,Pass,
,,,,,,,,,,,,,,,,,,1.402347,,,,,,,,,,f2488389-e3d3-4d7f-b4bc-bfbbe1ad750b,90,,,"[69.3, 13.7]",3857276,1,,,,,1.127931,,Right Foot,,,"[77.6, 31.2]",,Ground Pass,,19.36853,,,,Cyle Larin,16459.0,,,,,Recovery,1,Regular Play,David Junior Hoilett,9922.0,Center Attacking Midfield,6,Canada,1833,"['0957b6cd-9649-4835-afff-b518f6554481', '4ce13855-c658-435f-97d0-d4110c939e42', '821ba591-bc1d-4a5c-a0b3-7b3d2bcca8cb']",54,,,,,,,,,,,,,,,,,,Canada,1833,00:01:54.835,Pass,True
,,,,,,,,,,,,,,,,,,1.431966,,,,,,,,,,433dfa89-bf44-4ece-ab28-6c069599951c,93,,,"[77.3, 35.9]",3857276,1,,,,,0.56931317,,Right Foot,,,"[94.8, 47.1]",,Ground Pass,,20.777151,,,,Alphonso Davies,12365.0,,,,,,1,Regular Play,Cyle Larin,16459.0,Center Forward,6,Canada,1833,['85dd630e-c6b0-4e7e-a61b-e3feae42bc4b'],57,,,,,,,,,,,,,,,,,,Canada,1833,00:01:57.516,Pass,
,,,,,,,,,,,,,,,,,,0.885258,,,,,,,,,,2a84a95a-d777-48f0-94ef-2717b5f212d2,97,,,"[103.1, 51.1]",3857276,2,,,,,-2.1362803,2ea9d5ca-8802-41c2-9dfd-6569a385bae5,Left Foot,,,"[96.5, 40.7]",,Ground Pass,,12.317468,,,,Mark Anthony Kaye,16252.0,True,,,,,1,Regular Play,Alphonso Davies,12365.0,Right Midfield,6,Canada,1833,['ae28fd4f-eb97-49c1-bf0e-257086c07b4e'],4,,,,,,,,,,,,,,,,,,Canada,1833,00:02:04.968,Pass,
,,,,,,,,,,,,,,,,,,0.89141,,,,,,,,,,7fc579d8-136b-4897-a470-627633505386,106,,,"[75.1, 42.1]",3857276,2,,,,,0.9944211,,Right Foot,,,"[81.6, 52.1]",,Ground Pass,,11.926861,,,,Alphonso Davies,12365.0,,,,,,1,Regular Play,Steven de Sousa Vitoria,11846.0,Right Center Back,6,Canada,1833,['ddea27e7-08f5-482f-9663-2bdc100ce551'],12,,,,,,,,,,,,,,,,,,Canada,1833,00:02:12.469,Pass,
,,,,,,,,,,,,,,,,,,0.972342,,,,,,,,,,8af9145c-263a-4e96-9252-169c119874eb,112,,,"[38.3, 23.5]",3857276,2,,,,,-2.4948342,,Right Foot,,,"[33.4, 19.8]",,Ground Pass,,6.140033,,,,Sofiane Boufal,3625.0,,,,,Recovery,1,Regular Play,Abdelhamid Sabiri,3634.0,Left Center Midfield,7,Morocco,788,['8f0f3590-f6d4-4fc7-b6ed-ba9e72056a6f'],15,,,,,,,,,,,,,,,,,,Morocco,788,00:02:15.728,Pass,
,,,,,,,,,,,,,,,,,,1.773663,,,,,,,,,,16b91857-f6a6-43e9-85db-ccf9f5cf362d,114,,,"[33.4, 19.8]",3857276,2,,,,,-0.46601167,,Right Foot,,,"[50.3, 11.3]",,Ground Pass,,18.917189,,,,Abdelhamid Sabiri,3634.0,,,,,,1,Regular Play,Sofiane Boufal,3625.0,Left Wing,7,Morocco,788,['1ca30056-cbc1-461a-b1d6-0b27f5ea905f'],16,,,,,,,,,,,,,,,,,,Morocco,788,00:02:16.700,Pass,
,,,,,,,,,,,,,,,,,,0.956516,,,,,,,,,,850e69d7-044f-45e2-b537-382f07a0fef7,118,,,"[52.3, 9.2]",3857276,2,,,,,1.0153025,,Right Foot,,,"[57.7, 17.9]",,Ground Pass,,10.239629,,,,Sofiane Boufal,3625.0,,,,,,1,Regular Play,Abdelhamid Sabiri,3634.0,Left Center Midfield,7,Morocco,788,['49232605-3cc6-4a28-9985-ae01b1f64d3e'],19,,,,,,,,,,,,,,,,,,Morocco,788,00:02:19.077,Pass,
,,,,,,,,,,,,,,,,,,0.686821,,,,,,,,,,f11fb8c6-38b2-41d3-8dce-d49e03f8878e,122,,,"[57.7, 17.9]",3857276,2,,,,,-3.113431,,Right Foot,,,"[50.6, 17.7]",,Ground Pass,,7.102816,,,,Abdelhamid Sabiri,3634.0,,,,,,1,Regular Play,Sofiane Boufal,3625.0,Left Wing,7,Morocco,788,['42223a6e-d6d5-4038-8c06-c751e13712ae'],20,,,,,,,,,,,,,,,,,,Morocco,788,00:02:20.296,Pass,
,,,,,,,,,,,,,,,,,,1.683913,,,,,,,,,,8a30934a-4da0-4a13-99b0-31ee67e2a043,126,,,"[52.2, 20.0]",3857276,2,,,,,1.046877,,Right Foot,,,"[57.4, 29.0]",,Ground Pass,,10.394229,,,,Azzedine Ounahi,46258.0,,,,,,1,Regular Play,Abdelhamid Sabiri,3634.0,Left Center Midfield,7,Morocco,788,"['9988123c-8dd9-495c-a125-188ae1d17888', 'eeed87e4-66e6-4d86-a702-ac681292dfc3']",20,,,,,,,,,,,,,,,,,,Morocco,788,00:02:20.993,Pass,True
,,,,,,,,,,,,,,,,,,0.720576,,,,,,,,,,cb777fdb-6c5a-4248-8b57-68766d57da9c,130,,,"[57.4, 29.0]",3857276,2,,,,,-2.7509856,,Right Foot,,,"[50.6, 26.2]",,Ground Pass,,7.3539104,,,,Sofyan Amrabat,5234.0,,,,,,1,Regular Play,Azzedine Ounahi,46258.0,Right Center Midfield,7,Morocco,788,['361ccf3c-fa9b-4a1a-ab7e-c5bd78c5029d'],22,,,,,,,,,,,,,,,,,,Morocco,788,00:02:22.749,Pass,
,,,,,,,,,,,,,,,,,,1.508081,,,,,,,,,,ec907521-3731-41ab-98db-692b0d35ba37,133,,,"[52.9, 24.1]",3857276,2,,,,,-0.5469922,,Right Foot,,,"[84.1, 5.1]",,Low Pass,,36.529987,,,,Sofiane Boufal,3625.0,,,,,,1,Regular Play,Sofyan Amrabat,5234.0,Center Defensive Midfield,7,Morocco,788,['19b0add9-83cc-4d20-8a1d-0c71c3b23017'],24,,,,,,,,,,,,,,,,,,Morocco,788,00:02:24.438,Pass,
,,,,,,,,,,,,,,,,,,0.797574,,,,,,,,,,49908fe5-bb6f-46cd-9515-f7caf9cf0ae5,137,,,"[32.1, 80.0]",3857276,2,,,,,-1.3654009,,,,,"[33.6, 72.8]",,Low Pass,,7.3545904,,,,Jonathan Osorio,12770.0,,,,,Throw-in,1,From Throw In,Alistair Johnston,44703.0,Right Back,8,Canada,1833,['b39e0604-20a7-465b-8d52-9e7a2dcbfa5d'],41,,,,,,,,,,,,,,,,,,Canada,1833,00:02:41.237,Pass,
