50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.108162,,,,,,,,,,,42f475f9-8c4d-43b8-88e4-51836ccf5ee1,16,,,"[27.5, 57.0]",3942785,0,,,,,-1.6407458,,Right Foot,,,"[25.3, 25.6]",,Ground Pass,,31.476976,,,,,Lisandro Martínez,27768.0,,,,,,1,Regular Play,Cristian Gabriel Romero,20572.0,Right Center Back,3,Argentina,779,['67b96b80-2e46-4bd7-a760-1187ce25f819'],9,,,,,,,,,,,,,,,,,Argentina,779,00:00:09.515,Pass,
,,,,,,,,,,,,,,,,,,0.840186,,,,,,,,,,,be3be71a-e769-47f6-9020-b1a5878af21c,19,,,"[26.4, 25.1]",3942785,0,,,,,0.97632134,,Left Foot,,,"[31.2, 32.2]",,Ground Pass,,8.570297,,,,,Enzo Fernandez,38718.0,,,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,3,Argentina,779,['839a299c-e6c8-40c7-b660-d3e586df68b4'],13,,,,,,,,,,,,,,,,,Argentina,779,00:00:13.023,Pass,
,,,,,,,,,,,,,,,,,,1.125645,,,,,,,,,,,9ecee79f-f6da-42f4-929e-f0e8c6a7e44d,21,,,"[32.1, 34.4]",3942785,0,,,,,-2.0246403,,Right Foot,,,"[28.1, 26.2]",,Ground Pass,,9.123596,,,,,Lisandro Martínez,27768.0,,,,,,1,Regular Play,Enzo Fernandez,38718.0,Left Defensive Midfield,3,Argentina,779,['0305e54f-249e-4454-8192-ce813eaf284f'],13,,,,,,,,,,,,,,,,,Argentina,779,00:00:13.863,Pass,
,,,,,,,,,,,,,,,,,,0.98545,,,,,,,,,,,71e48203-e938-4c30-8be0-4df03da2aebf,24,,,"[26.8, 26.2]",3942785,0,,,,,-1.2426764,,Right Foot,,,"[33.2, 7.4]",,Ground Pass,,19.859507,,,,,Nicolás Alejandro Tagliafico,5507.0,,,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,3,Argentina,779,['7f78b96f-5bf4-4864-80bc-3809fbab2f30'],16,,,,,,,,,,,,,,,,,Argentina,779,00:00:16.589,Pass,
,,,,,,,,,,,,,,,,,,1.006552,,,,,,,,,,,1f648108-113c-483b-b1a4-a0d03734d427,27,,,"[33.2, 7.4]",3942785,0,,,,,2.207792,,Left Foot,,,"[20.4, 24.7]",,Ground Pass,,21.520456,,,,,Lisandro Martínez,27768.0,,,,,,1,Regular Play,Nicolás Alejandro Tagliafico,5507.0,Left Back,3,Argentina,779,['739ad576-eac0-40fc-a8ba-fd8009472b2d'],19,,,,,,,,,,,,,,,,,Argentina,779,00:00:19.175,Pass,
,,,,,,,,,,,,,,,,,,2.399998,,,,,,,,,,,94d73ed2-11fd-4545-bafb-8f92d33a8c01,30,,,"[21.7, 25.3]",3942785,0,,,,,1.5763211,,Left Foot,,,"[21.5, 61.5]",,Ground Pass,,36.200554,,,,,Cristian Gabriel Romero,20572.0,,,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,3,Argentina,779,['cdc1c603-1bc9-46a2-ba1c-65e61e5d43cd'],21,,,,,,,,,,,,,,,,,Argentina,779,00:00:21.381,Pass,
,,,,,,,,,,,,,,,,,,2.102989,,,,,,,,,,,e38c769a-604f-46b0-808c-c36280ca4c65,33,,,"[27.0, 60.8]",3942785,0,,,,,-1.5707964,,Right Foot,,,"[27.0, 26.2]",,Ground Pass,,34.6,,,,,Lisandro Martínez,27768.0,,,,,,1,Regular Play,Cristian Gabriel Romero,20572.0,Right Center Back,3,Argentina,779,['f4d0bf1f-d433-490a-88be-24233b65ff3b'],27,,,,,,,,,,,,,,,,,Argentina,779,00:00:27.343,Pass,
,,,,,,,,,,,,,,,,,,1.073302,,,,,,,,,,,1eff84f2-f732-486f-af45-c397d242cc8c,36,,,"[27.0, 26.2]",3942785,0,,,,,-0.95895886,,Left Foot,,,"[39.7, 8.1]",,Ground Pass,,22.111084,,,,,Nicolás Alejandro Tagliafico,5507.0,,,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,3,Argentina,779,['954a16bf-e549-40cf-a47e-a9485a94f41d'],30,,,,,,,,,,,,,,,,,Argentina,779,00:00:30.646,Pass,
,,,,,,,,,,,,,,,,,,1.131758,,,,,,,,,,,1aee3957-acd3-46ff-bf64-9935f60153b7,39,,,"[35.5, 16.7]",3942785,0,,,,,2.3958213,,Left Foot,,,"[23.7, 27.6]",,Ground Pass,,16.063934,,,,,Lisandro Martínez,27768.0,,,,,,1,Regular Play,Nicolás Alejandro Tagliafico,5507.0,Left Back,3,Argentina,779,['726b1267-632a-4433-8f80-8fa55c394d42'],33,,,,,,,,,,,,,,,,,Argentina,779,00:00:33.035,Pass,
,,,,,,,,,,,,,,,,,,2.676467,,,,,,,,,,,34125020-5f9d-45cb-b899-534ede9ad4b7,42,,,"[22.2, 27.1]",3942785,0,,,,,1.4269112,,Left Foot,,,"[27.3, 62.3]",,Ground Pass,,35.567543,,,,,Cristian Gabriel Romero,20572.0,,,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,3,Argentina,779,['3420ae00-1d4a-49e5-a103-1f64ca0ddf72'],37,,,,,,,,,,,,,,,,,Argentina,779,00:00:37.390,Pass,
,,,,,,,,,,,,,,,,,,1.721491,,,,,,,,,,,b2c2272b-4a63-4728-98d0-dcb3b5b3537f,45,,,"[31.9, 62.6]",3942785,0,,,,,-1.7354366,,Right Foot,,,"[26.6, 30.7]",,Ground Pass,,32.337284,,,,,Lisandro Martínez,27768.0,,,,,,1,Regular Play,Cristian Gabriel Romero,20572.0,Right Center Back,3,Argentina,779,['fd499fcc-b185-4811-884c-c9708525fa56'],42,,,,,,,,,,,,,,,,,Argentina,779,00:00:42.724,Pass,
,,,,,,,,,,,,,,,,,,1.278712,,,,,,,,,,,d3ea3f4d-9797-498a-b375-97eb939a9c45,48,,,"[33.2, 21.6]",3942785,0,,,,,2.2702448,,Left Foot,,,"[15.7, 42.4]",,Ground Pass,,27.182531,,,,,Damián Emiliano Martínez,6909.0,,,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,3,Argentina,779,['4d2b3bdf-88c3-491f-9399-bce499623215'],48,,,,,,,,,,,,,,,,,Argentina,779,00:00:48.628,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,b5a11836-d997-4a46-b880-a1083686c734,51,,,"[27.3, 41.3]",3942785,0,,,,,-1.2126666,,Right Foot,,,"[33.7, 24.2]",,Ground Pass,,18.258423,,,,,Lisandro Martínez,27768.0,,,,,,1,Regular Play,Damián Emiliano Martínez,6909.0,Goalkeeper,3,Argentina,779,['a142efc4-8059-4d2d-a1a9-e8d27b5b8a0d'],54,,,,,,,,,,,,,,,,,Argentina,779,00:00:54.306,Pass,
,,,,,,,,,,,,,,,,,,1.361023,,,,,,,,,,,3693dbec-15d1-4ab7-9c0f-b564cf3b7aee,54,,,"[37.4, 23.1]",3942785,0,,,,,-1.2916915,,Left Foot,,,"[42.1, 6.7]",,Ground Pass,,17.060188,,,,,Nicolás Alejandro Tagliafico,5507.0,,,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,3,Argentina,779,['db84abae-154c-4e09-a909-c8e60f11fa3a'],57,,,,,,,,,,,,,,,,,Argentina,779,00:00:57.361,Pass,
,,,,,,,,,,,,,,,,,,1.771138,,,,,,,,,,,c7ecfa46-3800-4de0-9a06-c645d2c04ad0,57,,,"[44.8, 6.5]",3942785,0,,,,,0.13352905,,Left Foot,,,"[71.6, 10.1]",,High Pass,,27.04071,,,Incomplete,,Julián Álvarez,29560.0,,,,,,1,Regular Play,Nicolás Alejandro Tagliafico,5507.0,Left Back,3,Argentina,779,"['01cbb66e-a495-4764-8699-36044f504c8e', '3e5d51b7-46bd-4ffd-8d4d-26798c8c2fb2']",59,,,,,,,,,,,,,,,,,Argentina,779,00:00:59.683,Pass,
,,,,,,,,,,,,,,,,,,2.163718,,,,,,,,,,,45a35ca1-45e7-4633-92f9-71b7619840b0,60,,,"[79.1, 0.1]",3942785,1,,,,,2.8706458,,,,,"[50.3, 8.1]",,Low Pass,,29.890467,,,,,Lisandro Martínez,27768.0,,,,,Throw-in,1,From Throw In,Nicolás Alejandro Tagliafico,5507.0,Left Back,4,Argentina,779,['c14eacfb-1d9e-4b25-ad14-be3ca2829b2d'],10,,,,,,,,,,,,,,,,,Argentina,779,00:01:10.151,Pass,
,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,eda5c4c7-b532-410e-ae2b-b68dca0c1f5d,64,,,"[51.4, 10.1]",3942785,1,,,,,2.448786,,Left Foot,,,"[20.8, 35.5]",,Ground Pass,,39.76833,,,,,Damián Emiliano Martínez,6909.0,,,,,,1,From Throw In,Lisandro Martínez,27768.0,Left Center Back,4,Argentina,779,"['a0454c96-10fc-432c-840c-1c541f37e676', 'ec3b19be-1367-4fcf-9850-8e5ccba61b21']",13,,,,,,,,,,,,,,,,,Argentina,779,00:01:13.115,Pass,True
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,9b346f4e-3a75-456d-a2c2-c4b7d633040d,67,,,"[25.5, 40.2]",3942785,1,,,,,1.3384619,,Right Foot,,,"[30.8, 62.6]",,Ground Pass,,23.01847,,,,,Cristian Gabriel Romero,20572.0,,,,,,1,From Throw In,Damián Emiliano Martínez,6909.0,Goalkeeper,4,Argentina,779,['74f5073f-d502-48ed-8c62-cebd7626d1d5'],19,,,,,,,,,,,,,,,,,Argentina,779,00:01:19.915,Pass,
,,,,,,,,,,,,,,,,,,2.261135,,,,,,,,,,,d70ed3da-7c38-451d-a938-e915057958c7,70,,,"[33.5, 58.6]",3942785,1,,,,,-2.2096026,,Right Foot,,,"[20.8, 41.5]",,Ground Pass,,21.300234,,,,,Damián Emiliano Martínez,6909.0,,,,,,1,From Throw In,Cristian Gabriel Romero,20572.0,Right Center Back,4,Argentina,779,['5793f0ae-25bb-40dc-bb3a-93bceb8759c8'],25,,,,,,,,,,,,,,,,,Argentina,779,00:01:25.638,Pass,
,,,,,,,,,,,,,,,,,,1.608105,,,,,,,,,,,d98ff7ad-e049-43db-ba37-3f0688e8ed28,73,,,"[29.7, 41.5]",3942785,1,,,,,1.4132676,,Left Foot,,,"[34.1, 69.2]",,Ground Pass,,28.047281,,,,,Cristian Gabriel Romero,20572.0,,,,,,1,From Throw In,Damián Emiliano Martínez,6909.0,Goalkeeper,4,Argentina,779,['d0113ccb-0aa4-4cd2-af59-1baaac3618a7'],39,,,,,,,,,,,,,,,,,Argentina,779,00:01:39.830,Pass,
,,,,,,,,,,,,,,,,,,2.317419,,,,,,,,,,,afa9ffe7-446e-49c0-bc0f-bdda41bdcfc0,76,,,"[39.9, 64.3]",3942785,1,,,,,-1.6306702,,Right Foot,,,"[37.7, 27.6]",,Ground Pass,,36.76588,,,,,Lisandro Martínez,27768.0,,,,,,1,From Throw In,Cristian Gabriel Romero,20572.0,Right Center Back,4,Argentina,779,['760e2370-f1c9-469d-9696-534a903ec90d'],45,,,,,,,,,,,,,,,,,Argentina,779,00:01:45.838,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,3ef3d027-9627-45ab-ac4a-72dccb227bf5,79,,,"[37.4, 27.6]",3942785,1,,,,,-0.9792518,,Right Foot,,,"[50.5, 8.1]",,Ground Pass,,23.491701,,,,,Nicolás Alejandro Tagliafico,5507.0,,,,,,1,From Throw In,Lisandro Martínez,27768.0,Left Center Back,4,Argentina,779,['3135b468-0d03-4c18-8ed2-00697cd81c41'],48,,,,,,,,,,,,,,,,,Argentina,779,00:01:48.556,Pass,
,,,,,,,,,,,,,,,,,,0.729941,,,,,,,,,,,d9bdfe20-70b3-4615-acd3-4f4b3944b733,82,,,"[45.6, 7.0]",3942785,1,,,,,1.6030432,,Left Foot,,,"[45.2, 19.4]",,Ground Pass,,12.40645,,,,,Alexis Mac Allister,27886.0,,,,,,1,From Throw In,Nicolás Alejandro Tagliafico,5507.0,Left Back,4,Argentina,779,['62fa669f-2e0e-4cf9-8851-c7e29fcf510d'],50,,,,,,,,,,,,,,,,,Argentina,779,00:01:50.556,Pass,
,,,,,,,,,,,,,,,,,,1.08664,,,,,,,,,,,e6787644-68b4-45f3-8dbc-71a22cfc4e02,85,,,"[45.0, 16.3]",3942785,1,,,,,-0.42939976,,Right Foot,,,"[64.0, 7.6]",,Ground Pass,,20.89713,,,,,Julián Álvarez,29560.0,,,,,,1,From Throw In,Alexis Mac Allister,27886.0,Left Midfield,4,Argentina,779,"['87c37cdd-1418-4c0f-9ed0-bec244fa78a9', 'e30ba047-d303-41d8-8251-7d4f5b243fef']",51,,,,,,,,,,,,,,,,,Argentina,779,00:01:51.286,Pass,True
,,,,,,,,,,,,,,,,,,1.746188,,,,,,,,,,,1a7916fd-e845-4c2b-8efc-8419c2ec6043,89,,,"[49.2, 9.2]",3942785,1,,,,,1.7984083,,Right Foot,,,"[38.8, 54.1]",,Low Pass,,46.08872,,,,,Cristian Gabriel Romero,20572.0,,True,,,,1,From Throw In,Julián Álvarez,29560.0,Left Center Forward,4,Argentina,779,['ef8f6229-78d3-4ab7-b045-72eedb80cf90'],55,,,,,,,,,,,,,,,,,Argentina,779,00:01:55.235,Pass,
,,,,,,,,,,,,True,,,,,,0.738633,,,,,,,,,,,7eba968e-1bd3-43f0-9af2-98a57b591b71,93,,,"[72.7, 30.8]",3942785,1,,,,,1.172922,,Left Foot,,,"[75.6, 37.7]",,Ground Pass,,7.484651,,,,,Jonathan David,23640.0,,,,,Interception,1,Regular Play,Jacob Shaffelburg,26152.0,Left Midfield,5,Canada,1833,['3fcb9e61-d800-4f17-a88b-ea61f9b74ba2'],58,,,,,,,,,,,,,,,,,Canada,1833,00:01:58.217,Pass,
,,,,,,,,,,,,,,,,,,2.063629,,,,,,,,,,,eab2f9af-2383-40df-bd96-ec4d7418d69c,100,,,"[72.0, 40.4]",3942785,2,,,,,0.88206565,,Right Foot,,,"[86.9, 58.5]",,Ground Pass,,23.443975,,,,,Cyle Larin,16459.0,,,,,Recovery,1,Regular Play,Stephen Antunes Eustáquio,11187.0,Left Defensive Midfield,5,Canada,1833,['f57e601a-b350-460d-83f6-c8e07cb34906'],0,,,,,,,,,,,,,,,,,Canada,1833,00:02:00.552,Pass,
,,,,,,,,,,,,,,,,,,0.92509,,,,,,,,,,,096fdb9c-6779-429c-a82e-a9210db3c6f6,103,,,"[87.5, 57.6]",3942785,2,,,,,-1.5707964,,Right Foot,,,"[87.5, 47.7]",,Ground Pass,,9.9,,,,,Ismael Koné,133229.0,,,,,,1,Regular Play,Cyle Larin,16459.0,Left Center Forward,5,Canada,1833,"['2853c148-e049-441b-ae01-5ffcb11bfb07', 'feae9163-b577-496e-8e10-34177bec974c']",2,,,,,,,,,,,,,,,,,Canada,1833,00:02:02.615,Pass,True
,,,,,,,,,,,,,,,,,,0.696786,,,,,,,,,,,653dba83-71dc-4a8b-8c47-2aa9a5e2ef82,109,,,"[30.8, 38.9]",3942785,2,,,,,2.910502,,Right Foot,,,"[20.6, 41.3]",,Ground Pass,,10.47855,,,,,Cristian Gabriel Romero,20572.0,,,,,Recovery,1,Regular Play,Rodrigo Javier De Paul,7797.0,Right Defensive Midfield,6,Argentina,779,['737e7ea8-bc15-4d2d-8a1b-aa3bbce42e7a'],4,,,,,,,,,,,,,,,,,Argentina,779,00:02:04.468,Pass,
,,,,,,,,,,,,,,,,,,0.989657,,,,,,,,,,,e1188607-3ee3-4c9a-aba1-add6aa8489e6,112,,,"[20.6, 41.3]",3942785,2,,,,,-1.7832284,,Right Foot,,,"[18.4, 31.1]",,Ground Pass,,10.434558,,,,,Lisandro Martínez,27768.0,,,,,,1,Regular Play,Cristian Gabriel Romero,20572.0,Right Center Back,6,Argentina,779,['ab3b0ee7-17d3-4224-81d7-205234c098ef'],5,,,,,,,,,,,,,,,,,Argentina,779,00:02:05.349,Pass,
,,,,,,,,,,,,,,,,,,1.914191,,,,,,,,,,,c66d0fc5-9470-4d54-a766-b836a18d968a,115,,,"[19.5, 30.0]",3942785,2,,,,,2.3908808,,Left Foot,,,"[3.1, 45.3]",,Ground Pass,,22.428776,,,,,Damián Emiliano Martínez,6909.0,,,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,6,Argentina,779,['b45f7f07-73f5-4e10-9c17-0d00b580872b'],7,,,,,,,,,,,,,,,,,Argentina,779,00:02:07.139,Pass,
,,,,,,,,,,,,,,,,,,1.385952,,,,,,,,,,,1c5b1fbf-b6bb-4b9a-90ef-a1d17c0c1e52,119,,,"[3.3, 47.5]",3942785,2,,,,,1.2207514,,Right Foot,,,"[14.8, 79.0]",,Ground Pass,,33.533566,,,,,Gonzalo Ariel Montiel,28263.0,,,,,,1,Regular Play,Damián Emiliano Martínez,6909.0,Goalkeeper,6,Argentina,779,"['377300e0-4231-4129-ac2b-f75fd92f390b', 'dc8c5c6e-a2e4-4501-b6ef-f22ce79acb58']",10,,,,,,,,,,,,,,,,,Argentina,779,00:02:10.253,Pass,True
,,,,,,,,,,,,,,,,,,0.069412,,,,,,,,,,,1ad7b0ee-cc84-4ca3-8444-539de1bbe1ff,123,,,"[12.9, 78.5]",3942785,2,,,,,-0.49642277,,Right Foot,,,"[15.3, 77.2]",,Ground Pass,,2.7294688,,,Incomplete,,,,,,,,,1,Regular Play,Gonzalo Ariel Montiel,28263.0,Right Back,6,Argentina,779,"['cac5015f-3e99-4c76-a0ff-4dadfd40d05f', 'd623db79-a5f6-47bf-9a24-f8bc055753e6']",12,,,,,,,,,,,,,,,,,Argentina,779,00:02:12.438,Pass,True
